ptt,Date,d.b1,d.b2,d.b3,d.b4,d.b5,d.b6,d.b7,d.b8,d.sd,n.b1,n.b2,n.b3,n.b4,n.b5,n.b6,n.b7,n.b8,n.sd,species,kode,bathy,latitude,longitude,x,y,xmin,xmax,ymin,ymax,sst,sst_sd,ssh,ssh_sd,eke,ild.5,n2,chloro,lunar
141254,2016-01-30,84.47488584474885,3.1963470319634704,2.28310502283105,7.30593607305936,2.73972602739726,0,0,0,53.60645136079986,56.310679611650485,22.97734627831715,20.711974110032365,0,0,0,0,0,25.701632609615427,P.glauca,2016-01-30_141254,-5236.831401367188,39.825,-56.325,-56.325,39.825,-56.45,-56.2,39.7,39.95,19.412999972118996,0.1425184266313974,-0.34800001652911305,0.040524685760723454,-0.15029745511559955,60,1.8697912135996604e-5,0.34461909532546997,0.6370069126496473
141254,2016-01-31,100,0,0,0,0,0,0,0,0.2819061762742129,100,0,0,0,0,0,0,0,0.2583883605473965,P.glauca,2016-01-31_141254,-5221.696997070312,40.125,-55.35,-55.35,40.125,-55.475,-55.225,40,40.25,19.77999998955056,0.16248727217593736,0.06700000318232924,0.023227140401903785,-2.187186835470733,150,3.4555658222356864e-6,0.35238680243492126,0.5323750447668862
141256,2016-01-04,64.9789029535865,2.5316455696202533,2.9535864978902953,2.5316455696202533,3.79746835443038,1.6877637130801686,2.5316455696202533,18.9873417721519,272.433129560054,15.789473684210526,5.847953216374268,8.771929824561402,59.64912280701754,9.941520467836257,0,0,0,71.98083190460295,P.glauca,2016-01-04_141256,-5304.625,28.4209044978664,-68.4791069362017,-68.4791069362017,28.4209044978664,-68.6041069362017,-68.3541069362017,28.2959044978664,28.5459044978664,24.46500021207612,0.08013703921718375,0.288000013679266,0.004415880642906989,-1.6483582325507173,80,2.7938393923358304e-5,0.24626366794109344,0.2719380620261638
141256,2016-01-05,57.831325301204814,9.63855421686747,2.8112449799196786,1.2048192771084338,0.4016064257028112,1.2048192771084338,0.8032128514056224,26.104417670682732,295.9047581276153,16.207951070336392,19.877675840978593,16.819571865443425,47.09480122324159,0,0,0,0,56.623503219640156,P.glauca,2016-01-05_141256,-5241.2099609375,28.6384597766323,-68.7169702240324,-68.7169702240324,28.6384597766323,-68.8419702240324,-68.5919702240324,28.5134597766323,28.7634597766323,24.454000211553648,0.04433427527876036,0.257000012206845,0.008608781455658463,-1.179266633647803,70,3.070826328625473e-5,0.24740004539489746,0.1831203894703961
141256,2016-01-06,72.41379310344827,2.955665024630542,2.955665024630542,2.4630541871921183,0.9852216748768473,0.49261083743842365,0.49261083743842365,17.24137931034483,237.41956849564414,7.006369426751593,28.02547770700637,19.745222929936308,32.48407643312102,5.7324840764331215,1.910828025477707,2.547770700636943,2.547770700636943,115.27785596736747,P.glauca,2016-01-06_141256,-5262.35009765625,28.6833862214222,-68.8721898292121,-68.8721898292121,28.6833862214222,-68.9971898292121,-68.7471898292121,28.5583862214222,28.8083862214222,24.114000195404515,0.04856296258614584,0.2710000128718093,0.0027838823136423193,-1.3024001412051818,80,2.302429444209745e-5,0.2432214468717575,0.10859398627186945
141256,2016-01-09,38.800000000000004,2.8000000000000003,3.5999999999999996,2.4,2,3.5999999999999996,5.6000000000000005,41.199999999999996,307.7145518914943,2.158273381294964,20.14388489208633,15.467625899280577,51.07913669064749,3.237410071942446,2.5179856115107913,1.4388489208633095,3.9568345323741005,116.30203252645317,P.glauca,2016-01-09_141256,-5324.304470486111,28.9853287046104,-69.1525531944547,-69.1525531944547,28.9853287046104,-69.2775531944547,-69.0275531944547,28.8603287046104,29.1103287046104,23.843000182532705,0.033652638939342186,0.2300000109244138,0.012800825234221495,-1.3093609470282717,70,2.662569193036469e-5,0.24383196234703064,2.774977438768089e-4
141256,2016-01-10,83.9622641509434,6.60377358490566,0,0,0,0,0,9.433962264150944,205.00073373304582,2.7607361963190185,10.122699386503067,13.803680981595093,53.987730061349694,6.134969325153374,7.668711656441718,2.4539877300613497,3.067484662576687,135.05384597241056,P.glauca,2016-01-10_141256,-5364.25244140625,28.9906688492548,-69.584998718716,-69.584998718716,28.9906688492548,-69.709998718716,-69.459998718716,28.8656688492548,29.1156688492548,23.922000186285004,0.05899246936435137,0.2630000124918297,0.005291502873462069,-1.440374579584723,70,2.738716862147453e-5,0.24861620366573334,0.008029052196448172
141256,2016-01-11,57.41935483870968,12.903225806451612,0.6451612903225806,1.935483870967742,2.5806451612903225,7.741935483870968,0.6451612903225806,16.129032258064516,255.33849823391674,17.846153846153847,16.923076923076923,11.076923076923077,54.15384615384615,0,0,0,0,62.46244482323236,P.glauca,2016-01-11_141256,-5376.35498046875,29.0049111446286,-69.7327157116016,-69.7327157116016,29.0049111446286,-69.8577157116016,-69.6077157116016,28.8799111446286,29.1299111446286,24.06500019307714,0.08772273655552452,0.26600001263432205,0.015344199777455552,-1.1933248999163601,80,2.62492192985058e-5,0.25352805852890015,0.03796849472174524
141256,2016-01-12,57.54716981132076,2.8301886792452833,3.7735849056603774,3.7735849056603774,4.716981132075472,3.7735849056603774,2.8301886792452833,20.754716981132077,256.1280959352242,14.173228346456693,28.346456692913385,7.086614173228346,46.8503937007874,3.543307086614173,0,0,0,66.03054859576142,P.glauca,2016-01-12_141256,-5440.330078125,29.0896984731246,-69.9345931842275,-69.9345931842275,29.0896984731246,-70.0595931842275,-69.8095931842275,28.9646984731246,29.2146984731246,23.71900017664302,0.13080499252628697,0.21400001016445458,0.013355191052714592,-1.4798440717993746,70,2.713898388061384e-5,0.26748114824295044,0.08874555656375027
141256,2016-01-14,57.49999999999999,3,0.5,1,0.5,1,0.5,36,301.07664828196744,7.6923076923076925,30.288461538461537,6.730769230769231,47.11538461538461,2.403846153846154,0.4807692307692308,0.4807692307692308,4.807692307692308,124.28587079885789,P.glauca,2016-01-14_141256,-5434.3751220703125,29.1627814490939,-70.2299861260758,-70.2299861260758,29.1627814490939,-70.3549861260758,-70.1049861260758,29.0377814490939,29.2877814490939,23.40500016172882,0.3494207674273251,0.17500000831205398,0.010653638382351905,-1.870551766476176,60,2.824837244249234e-5,0.2828631103038788,0.24281586140789424
141256,2016-01-16,77.63157894736842,10.526315789473683,1.3157894736842104,0,0,0.6578947368421052,2.631578947368421,7.236842105263158,166.475152587614,37.109375,25.390625,14.0625,23.4375,0,0,0,0,58.62164401401275,P.glauca,2016-01-16_141256,-5427.8798828125,29.368502510082,-70.8330271391208,-70.8330271391208,29.368502510082,-70.9580271391208,-70.7080271391208,29.243502510082,29.493502510082,22.706000128528103,0.081053998199304,0.20900000992696732,0.0015634719942020745,-1.987057335547613,100,1.3093645309266133e-5,0.2590351104736328,0.44275906632455675
141256,2016-01-17,47.91666666666667,5.416666666666667,7.916666666666666,9.166666666666666,1.6666666666666667,2.5,2.9166666666666665,22.5,256.96086913591546,17.1875,50,6.770833333333333,26.041666666666668,0,0,0,0,60.157648509955756,P.glauca,2016-01-17_141256,-5420.4749755859375,29.321092987043,-71.0316508422624,-71.0316508422624,29.321092987043,-71.1566508422624,-70.9066508422624,29.196092987043,29.446092987043,22.548000121023506,0.11076941038339691,0.17000000807456672,0.003872983530164255,-1.607654803383035,100,1.3556742652661029e-5,0.27581316232681274,0.5489391643774955
141256,2016-01-20,61.66666666666667,1.6666666666666667,2.9166666666666665,2.083333333333333,2.083333333333333,6.25,8.75,14.583333333333334,233.16343176735197,17.36111111111111,11.805555555555555,33.33333333333333,36.80555555555556,0.6944444444444444,0,0,0,67.28646293576142,P.glauca,2016-01-20_141256,-5005.23486328125,28.3983667240455,-71.8625656959666,-71.8625656959666,28.3983667240455,-71.9875656959666,-71.7375656959666,28.2733667240455,28.5233667240455,22.239000106346793,0.06306170117869803,0.19800000940449536,0.0035000001662410796,-2.464326155318489,100,8.169495628664301e-6,0.2971111238002777,0.8357908290555869
141256,2016-01-22,86.71875,4.296875,1.953125,0.390625,0.390625,0.78125,0.390625,5.078125,134.40276001447964,1.8382352941176472,13.23529411764706,6.985294117647059,8.088235294117647,63.970588235294116,2.941176470588235,1.1029411764705883,1.8382352941176472,104.88953483541115,P.glauca,2016-01-22_141256,-4927.018825954861,27.9599033478287,-72.2613065974673,-72.2613065974673,27.9599033478287,-72.3863065974673,-72.1363065974673,27.8349033478287,28.0849033478287,23.317000157549046,0.08353708821452367,0.30900001467671245,0.012519984620216246,-1.982799615220404,125,1.2735068493288926e-5,0.28702786564826965,0.958775892635353
141256,2016-01-24,45.525291828793776,7.782101167315175,24.5136186770428,1.1673151750972763,1.1673151750972763,1.9455252918287937,2.3346303501945527,15.56420233463035,230.05457603328514,6.857142857142858,6.2857142857142865,20,25.142857142857146,39.42857142857143,2.2857142857142856,0,0,92.99661637293289,P.glauca,2016-01-24_141256,-4758.2099609375,28.5024675634833,-72.7548162839108,-72.7548162839108,28.5024675634833,-72.8798162839108,-72.6298162839108,28.3774675634833,28.6274675634833,22.669000126770698,0.08686771964793108,0.13700000650715083,0.006119186874207707,-1.0460953653307792,125,1.054253522246005e-5,0.2984878420829773,0.9999309460374843
141256,2016-01-25,61.07382550335571,14.76510067114094,9.395973154362416,0.6711409395973155,0,8.053691275167784,6.0402684563758395,0,140.80467414993907,11.914893617021278,9.787234042553191,10.638297872340425,12.76595744680851,48.08510638297872,6.808510638297872,0,0,106.18022919123803,P.glauca,2016-01-25_141256,-4710.43994140625,28.4064968744076,-73.1438713833342,-73.1438713833342,28.4064968744076,-73.2688713833342,-73.0188713833342,28.2814968744076,28.5314968744076,22.325000110431574,0.09499737289673604,-0.017000000807456672,0.007230337664583882,-3.364013846943406,80,1.9435741225140815e-5,0.29696062207221985,0.9869027941824465
141256,2016-01-26,52.14007782101168,11.673151750972762,20.622568093385212,10.505836575875486,1.1673151750972763,3.8910505836575875,0,0,80.17257835279418,8.856088560885608,12.177121771217712,16.605166051660518,29.15129151291513,33.210332103321036,0,0,0,91.06359843513908,P.glauca,2016-01-26_141256,-4646.64990234375,28.4438514583972,-73.5124174763544,-73.5124174763544,28.4438514583972,-73.6374174763544,-73.3874174763544,28.3188514583972,28.5688514583972,22.595000123255886,0.1697715048207106,0.16900000802706927,0.01106922713730694,-2.5257836946679837,100,1.0989171914085023e-5,0.32236817479133606,0.9519153279657226
141256,2016-01-27,56.00000000000001,14.666666666666666,29.333333333333332,0,0,0,0,0,32.57505891149314,3.875968992248062,18.992248062015506,11.627906976744185,23.25581395348837,42.248062015503876,0,0,0,91.19619525929282,P.glauca,2016-01-27_141256,-4625.974853515625,28.3477468664418,-73.6176707346847,-73.6176707346847,28.3477468664418,-73.7426707346847,-73.4926707346847,28.2227468664418,28.4727468664418,23.08000014629215,0.1639588440850341,0.04700000223238021,0.010890873352425064,-1.6880554736596187,80,2.5205291634314076e-5,0.32295194268226624,0.8965464819946971
141256,2016-01-29,59.48275862068966,6.896551724137931,12.068965517241379,3.4482758620689653,11.206896551724139,0,0,6.896551724137931,151.01946684638614,3.731343283582089,10.44776119402985,7.462686567164178,40.67164179104478,34.701492537313435,1.4925373134328357,1.4925373134328357,0,84.84212591388794,P.glauca,2016-01-29_141256,-4721.990234375,28.3534842771943,-73.2617636808271,-73.2617636808271,28.3534842771943,-73.3867636808271,-73.1367636808271,28.2284842771943,28.4784842771943,22.561000121640973,0.2808598538300051,0.018000000854954123,0.013323955667969333,-1.6346523934747286,80,2.545229690528958e-5,0.3082005977630615,0.7354597692379549
141257,2016-01-02,0,0,0,0,62.585034013605444,37.41496598639456,0,0,29.679440483287213,0.3508771929824561,26.31578947368421,46.666666666666664,26.666666666666668,0,0,0,0,35.3974464191597,I.oxyrinchus,2016-01-02_141257,-1471.2370802720388,40.4060005048831,-67.1077427599322,-67.1077427599322,40.4060005048831,-67.2327427599322,-66.9827427599322,40.2810005048831,40.5310005048831,11.376999590429477,2.0736471339784432,-0.5580000265035778,0.0050607423906020126,-1.525922166324138,250,7.642402526135297e-5,0.4102749824523926,0.4759606280958772
141257,2016-01-17,0,0,0,30.76923076923077,69.23076923076923,0,0,0,28.74535833735048,57.831325301204814,33.734939759036145,1.8072289156626504,6.626506024096386,0,0,0,0,35.39593559149397,I.oxyrinchus,2016-01-17_141257,-1454.5899658203125,36.6580448520048,-74.5536241712238,-74.5536241712238,36.6580448520048,-74.6786241712238,-74.4286241712238,36.5330448520048,36.7830448520048,14.695999748073518,0.14208898513134754,-0.5910000280709937,0.014819282437859389,-1.9548139412532146,125,2.1602089318713e-5,0.8048960566520691,0.5489391643774955
141257,2016-01-19,19.00826446280992,35.12396694214876,2.066115702479339,13.223140495867769,7.024793388429752,16.94214876033058,6.6115702479338845,0,156.223560418637,3.146853146853147,37.76223776223776,40.55944055944056,18.53146853146853,0,0,0,0,45.411701793660455,I.oxyrinchus,2016-01-19_141257,-2067.3701171875,35.9259140872519,-74.3706640504626,-74.3706640504626,35.9259140872519,-74.4956640504626,-74.2456640504626,35.8009140872519,36.0509140872519,21.669000079273246,1.6351854222416011,-0.5210000247461721,0.06803859522179426,-0.4263151066061326,70,3.1571429188970896e-5,1.01875901222229,0.7499887127162446
141257,2016-01-20,15.025906735751295,25.906735751295333,4.66321243523316,6.7357512953367875,29.015544041450774,18.65284974093264,0,0,131.16503263795994,8.362369337979095,18.81533101045296,47.73519163763066,24.390243902439025,0.6968641114982579,0,0,0,42.393117758933165,I.oxyrinchus,2016-01-20_141257,-1966.1324768066406,36.1616320992928,-74.3986920436187,-74.3986920436187,36.1616320992928,-74.5236920436187,-74.2736920436187,36.0366320992928,36.2866320992928,16.893999852472916,0.6502859509080925,-0.6240000296384096,0.00972254013915268,-0.8591134085908042,45,3.205690767367807e-5,0.8641567826271057,0.8357908290555869
141257,2016-01-22,39.285714285714285,50.51020408163265,1.530612244897959,8.673469387755102,0,0,0,0,46.98510812931689,0,44.49152542372881,37.71186440677966,17.796610169491526,0,0,0,0,41.72310558513387,I.oxyrinchus,2016-01-22_141257,-1051.4824829101563,37.2157723012928,-74.4053167023899,-74.4053167023899,37.2157723012928,-74.5303167023899,-74.2803167023899,37.0907723012928,37.3407723012928,12.912999663385563,0.059586075028310176,-0.6910000328207389,0.025387552836077618,-1.0644120888951851,150,1.2253652819852097e-5,0.7524957060813904,0.958775892635353
141259,2016-01-09,45.2755905511811,1.574803149606299,1.968503937007874,2.7559055118110236,3.937007874015748,7.874015748031496,8.267716535433072,28.346456692913385,257.11508455974234,23.008849557522122,12.831858407079647,10.176991150442479,42.47787610619469,4.867256637168142,2.2123893805309733,3.982300884955752,0.4424778761061947,105.73632938595765,P.glauca,2016-01-09_141259,-4021.7199096679688,26.1667702874353,-47.6479000253443,-47.6479000253443,26.1667702874353,-47.7729000253443,-47.5229000253443,26.0417702874353,26.2917702874353,22.913000138360076,0.11259860411582405,0.03600000170990825,0.006514940404673738,-1.5898556540414586,12,1.3075367200974433e-5,0.24103374779224396,2.774977438768089e-4
141259,2016-01-10,71.70731707317073,0.4878048780487805,0.4878048780487805,0.975609756097561,2.4390243902439024,3.414634146341464,4.390243902439024,16.097560975609756,208.9363560626636,30.967741935483872,13.548387096774196,10.967741935483872,32.25806451612903,10.967741935483872,0,1.2903225806451613,0,88.24482596025537,P.glauca,2016-01-10_141259,-4401.740234375,26.629954779361,-48.0382290200359,-48.0382290200359,26.629954779361,-48.1632290200359,-47.9132290200359,26.504954779361,26.754954779361,23.81800018134527,0.011748522923742942,0.0800000037997961,0.0026509957460133463,-2.43645954755479,90,1.1378919361312963e-5,0.2589133083820343,0.008029052196448172
141259,2016-01-13,33.82352941176471,1.9607843137254901,1.9607843137254901,2.941176470588235,4.411764705882353,7.8431372549019605,21.568627450980394,25.49019607843137,231.5471672774269,14.682539682539684,11.11111111111111,15.476190476190476,41.66666666666667,9.920634920634921,1.984126984126984,3.571428571428571,1.5873015873015872,116.78641581465118,P.glauca,2016-01-13_141259,-4639.264892578125,27.6837423361164,-48.8148013729624,-48.8148013729624,27.6837423361164,-48.9398013729624,-48.6898013729624,27.5587423361164,27.8087423361164,23.24900015431922,0.033034495326001376,0.06000000284984708,0.013285330886605749,-1.6812585682465473,80,2.1037513324289744e-5,0.2598235309123993,0.15807019240606457
141259,2016-01-14,15.41501976284585,1.5810276679841897,5.138339920948617,5.928853754940711,3.9525691699604746,9.881422924901186,15.019762845849801,43.08300395256917,220.18489320325924,8.363636363636363,5.454545454545454,14.909090909090908,40,21.09090909090909,4.363636363636364,4.7272727272727275,1.090909090909091,110.98399694536809,P.glauca,2016-01-14_141259,-4815.891276041667,28.1659641926003,-49.2354669413389,-49.2354669413389,28.1659641926003,-49.3604669413389,-49.1104669413389,28.0409641926003,28.2909641926003,22.92300013883505,0.07704129850242775,0.05500000261235982,0.004245913269289048,-2.7101881196266175,30,1.8040229798997593e-5,0.24709394574165344,0.24281586140789424
141259,2016-01-15,34.12698412698413,1.5873015873015872,3.571428571428571,4.365079365079365,3.968253968253968,16.26984126984127,23.015873015873016,13.095238095238097,212.64819764175252,7.142857142857142,1.984126984126984,4.761904761904762,62.301587301587304,18.253968253968253,1.5873015873015872,1.984126984126984,1.984126984126984,94.35040523713752,P.glauca,2016-01-15_141259,-4903.753484552557,28.5549198775986,-49.6251677663013,-49.6251677663013,28.5549198775986,-49.7501677663013,-49.5001677663013,28.4299198775986,28.6799198775986,22.730000129668042,0.1123366768983693,-0.006000000284984708,0.008062258131235244,-1.5753632940940416,6,2.951370687706464e-5,0.2580520808696747,0.33916053418561654
141259,2016-01-19,63.6,0.8,0.8,2.8000000000000003,2.4,8,12.8,8.799999999999999,207.26456097690166,23.300970873786408,29.126213592233007,12.135922330097088,28.155339805825243,3.3980582524271843,2.4271844660194173,1.4563106796116505,0,93.72979109679095,P.glauca,2016-01-19_141259,-4662.985107421875,30.3453402933176,-50.1593310151092,-50.1593310151092,30.3453402933176,-50.2843310151092,-50.0343310151092,30.2203402933176,30.4703402933176,22.202000104589388,0.19667684523692558,0.20800000987946987,0.005868939232645979,-1.479267580412231,90,8.95057452920891e-6,0.3366513252258301,0.7499887127162446
141259,2016-01-21,59.900990099009896,2.9702970297029703,3.4653465346534658,1.4851485148514851,1.9801980198019802,6.9306930693069315,9.900990099009901,13.366336633663368,215.88033178269933,35.61151079136691,21.58273381294964,14.388489208633093,18.345323741007196,5.39568345323741,4.316546762589928,0.3597122302158274,0,92.67822505360029,P.glauca,2016-01-21_141259,-4878.8798828125,31.5062657956339,-50.2536015166555,-50.2536015166555,31.5062657956339,-50.3786015166555,-50.1286015166555,31.3812657956339,31.6312657956339,21.67200007941574,0.236791644920526,0.23300001106690615,0.007933753867107672,-1.24938358224269,90,8.88787351850332e-6,0.38328513503074646,0.9064487801466152
141259,2016-01-23,13.366336633663368,1.4851485148514851,3.9603960396039604,8.415841584158416,6.435643564356436,11.386138613861387,27.22772277227723,27.722772277227726,199.74387393083646,52.9126213592233,16.019417475728158,9.223300970873787,18.932038834951456,0.9708737864077669,1.9417475728155338,0,0,72.20942488285952,P.glauca,2016-01-23_141259,-5591.059814453125,32.2419676033956,-49.974820713273,-49.974820713273,32.2419676033956,-50.099820713273,-49.849820713273,32.1169676033956,32.3669676033956,20.10600000503473,0.10616039208844792,0.09900000470224768,0.009151503043534613,-1.4345004233609742,125,8.762061362627475e-6,0.424493670463562,0.990412213926504
141254,2016-02-02,100,0,0,0,0,0,0,0,0.26085207088886314,100,0,0,0,0,0,0,0,0.2577482805211229,P.glauca,2016-02-02_141254,-5231.933937872024,39.75,-54.35,-54.35,39.75,-54.475,-54.225,39.625,39.875,19.833999992115423,0.24002472077672413,0.12100000574719161,0.009850268371720757,-1.4149850328243716,200,3.462560932640827e-6,0.49408024549484253,0.3235157138150945
141254,2016-02-03,100,0,0,0,0,0,0,0,0.27370050416893055,100,0,0,0,0,0,0,0,0.27760038385168834,P.glauca,2016-02-03_141254,-5264.709697420635,39.375,-54.875,-54.875,39.375,-55,-54.75,39.25,39.5,19.601999981096014,0.11627960151662575,0.2550000121118501,0.030725036492339708,-1.5175480168275064,250,-4.4947162055581795e-7,0.49532797932624817,0.22870780586182476
141254,2016-02-04,100,0,0,0,0,0,0,0,0.2687102002869982,100,0,0,0,0,0,0,0,0.25689256279595907,P.glauca,2016-02-04_141254,-5288.4357011583115,39.1,-54.85,-54.85,39.1,-54.975,-54.725,38.975,39.225,19.59599998081103,0.09641188144104122,0.14900000707712024,0.03744663046532499,-0.7265067649706891,150,5.081776579123531e-6,0.47893205285072327,0.14613517494144546
141256,2016-02-01,94.44444444444444,4.365079365079365,1.1904761904761905,0,0,0,0,0,11.569185122291595,0.5555555555555556,4.444444444444445,15,35,45,0,0,0,62.7741708340158,P.glauca,2016-02-01_141256,-4917.85986328125,28.4104451339689,-72.424504566857,-72.424504566857,28.4104451339689,-72.549504566857,-72.299504566857,28.2854451339689,28.5354451339689,22.03700009675231,0.1347811046479313,0.17100000812206417,0.011779219548872627,-2.002045954674836,0,1.167398401679531e-5,0.3391020894050598,0.4262830624751599
141256,2016-02-02,46.1847389558233,8.835341365461847,25.702811244979916,1.6064257028112447,0.8032128514056224,0.8032128514056224,2.4096385542168677,13.654618473895583,234.84229625084353,6.666666666666667,14.117647058823529,16.07843137254902,39.21568627450981,23.92156862745098,0,0,0,75.6450003123516,P.glauca,2016-02-02_141256,-4800.22998046875,28.6536076815917,-72.2179167927645,-72.2179167927645,28.6536076815917,-72.3429167927645,-72.0929167927645,28.5286076815917,28.7786076815917,22.86000013584271,0.13844855297496733,0.1520000072196126,0.009351173870227263,-1.515301605720238,90,1.8924650142685832e-5,0.3360602557659149,0.3235157138150945
141256,2016-02-04,44.91525423728814,17.796610169491526,4.23728813559322,0.847457627118644,0,0,5.932203389830509,26.27118644067797,258.55645213297515,1.1278195488721803,21.052631578947366,7.518796992481203,46.2406015037594,13.909774436090224,3.7593984962406015,2.2556390977443606,4.135338345864661,120.84760190221267,P.glauca,2016-02-04_141256,-4802.498372395833,28.5875732284151,-72.296942650421,-72.296942650421,28.5875732284151,-72.421942650421,-72.171942650421,28.4625732284151,28.7125732284151,22.354000111809,0.21728783786739983,0.13200000626966357,0.013654466747395034,-1.354965976767398,100,1.4110601388295938e-5,0.33442798256874084,0.14613517494144546
141256,2016-02-06,39.1025641025641,7.051282051282051,13.461538461538462,3.8461538461538463,3.8461538461538463,8.333333333333332,3.205128205128205,21.153846153846153,260.3967742013614,13.23529411764706,15.686274509803921,17.15686274509804,53.92156862745098,0,0,0,0,70.70786902430912,P.glauca,2016-02-06_141256,-4992.863362630208,28.9457966502738,-72.0081109902536,-72.0081109902536,28.9457966502738,-72.1331109902536,-71.8831109902536,28.8207966502738,29.0707966502738,22.588000122923404,0.09892435851397044,0.18200000864453614,0.009974969145415591,-2.250070494636569,80,2.1903868002451125e-5,0.3363077640533447,0.03187208121010393
141256,2016-02-07,67.30038022813687,4.562737642585551,5.7034220532319395,2.6615969581749046,1.1406844106463878,1.520912547528517,4.182509505703422,12.927756653992395,205.29201019658763,6.3897763578274756,26.517571884984026,16.93290734824281,38.65814696485623,3.8338658146964857,4.15335463258786,2.8753993610223643,0.6389776357827476,109.47254374887274,P.glauca,2016-02-07_141256,-5340.35009765625,29.2886744319382,-71.8408461790878,-71.8408461790878,29.2886744319382,-71.9658461790878,-71.7158461790878,29.1636744319382,29.4136744319382,22.38600011332892,0.029452411222975393,0.2300000109244138,0.017164240125844943,-1.224400431943474,100,1.07054299059339e-5,0.35658618807792664,0.0053348835377712844
141256,2016-02-08,14.814814814814813,1.8518518518518516,9.25925925925926,42.592592592592595,1.8518518518518516,1.8518518518518516,0.9259259259259258,26.851851851851855,226.5390581712569,2.536231884057971,38.04347826086957,30.434782608695656,23.18840579710145,2.536231884057971,1.0869565217391304,1.4492753623188406,0.7246376811594203,84.1049542538341,P.glauca,2016-02-08_141256,-5417.77001953125,29.3652453957352,-71.3195618443525,-71.3195618443525,29.3652453957352,-71.4445618443525,-71.1945618443525,29.2402453957352,29.4902453957352,22.305000109481625,0.05812486835202542,0.2550000121118501,0.012885177280486704,-0.6501427873825868,100,8.541306769743956e-6,0.36944282054901123,0.0011070809355419042
141256,2016-02-09,42.129629629629626,3.7037037037037033,17.12962962962963,23.14814814814815,6.944444444444445,6.944444444444445,0,0,95.6448583665385,4.861111111111112,27.77777777777778,32.63888888888889,29.166666666666668,5.555555555555555,0,0,0,68.87671614911967,P.glauca,2016-02-09_141256,-5426.19482421875,29.4557637075616,-70.9361073708741,-70.9361073708741,29.4557637075616,-71.0611073708741,-70.8111073708741,29.3307637075616,29.5807637075616,22.05600009765476,0.027120104532777016,0.20600000978447497,0.011456439781541265,-1.778572679221387,100,9.33153930191958e-6,0.38160157203674316,0.019379347286373083
141256,2016-02-11,29.268292682926827,6.829268292682928,0.4878048780487805,0.4878048780487805,1.4634146341463417,0.975609756097561,2.4390243902439024,58.048780487804876,287.7038092600533,40.63745019920319,6.772908366533864,7.171314741035857,27.88844621513944,11.952191235059761,1.1952191235059761,1.1952191235059761,3.187250996015936,127.19202398005712,P.glauca,2016-02-11_141256,-5357.706067802492,29.0601355801835,-71.1553695616962,-71.1553695616962,29.0601355801835,-71.2803695616962,-71.0303695616962,28.9351355801835,29.1851355801835,22.09900009969715,0.07752491007438218,0.3630000172415748,0.011640447279714368,-1.4642502584583819,125,6.393240423800015e-6,0.3740256428718567,0.11915018317979958
141256,2016-02-13,0,0,0,0,0,0,0,100,176.80316573004131,53.45454545454545,6.545454545454546,2.181818181818182,2.909090909090909,2.181818181818182,2.5454545454545454,1.8181818181818181,28.363636363636363,277.21241335262806,P.glauca,2016-02-13_141256,-5190.011261957909,28.5863586850019,-71.3056713945262,-71.3056713945262,28.5863586850019,-71.4306713945262,-71.1806713945262,28.4613586850019,28.7113586850019,22.522000119788572,0.08327982010437811,0.370000017574057,0.008847473380223748,-1.2807266920744236,100,1.4089805149153644e-5,0.3164159953594208,0.2868516686273901
141256,2016-02-16,0,2.3529411764705883,1.5686274509803921,1.9607843137254901,3.1372549019607843,3.9215686274509802,5.098039215686274,81.96078431372548,143.53159323615503,23.383084577114428,18.407960199004975,10.945273631840797,47.2636815920398,0,0,0,0,58.946226443601105,P.glauca,2016-02-16_141256,-4939.934887353354,27.9732689912228,-71.0950924442279,-71.0950924442279,27.9732689912228,-71.2200924442279,-70.9700924442279,27.8482689912228,28.0982689912228,22.53100012021605,0.04437060048073745,0.25400001206435263,0.005206833364582405,-1.7508260693371267,100,1.061514533517449e-5,0.27660465240478516,0.598310913274852
141256,2016-02-21,0,1.4563106796116505,1.9417475728155338,1.4563106796116505,2.912621359223301,1.9417475728155338,3.3980582524271843,86.89320388349515,153.4866457972067,38.961038961038966,27.27272727272727,4.545454545454546,8.441558441558442,11.688311688311687,3.2467532467532463,2.5974025974025974,3.2467532467532463,133.63329306551375,P.glauca,2016-02-21_141256,-5217.72908925677,27.1314515324152,-69.9447356836315,-69.9447356836315,27.1314515324152,-70.0697356836315,-69.8197356836315,27.0064515324152,27.2564515324152,23.976000188849866,0.3272254729872385,0.27400001301430166,0.008950481479856739,-1.60859726589407,50,3.056340510867599e-5,0.24118277430534363,0.9763127682279524
141257,2016-02-02,6.598984771573605,77.15736040609137,15.736040609137056,0.5076142131979695,0,0,0,0,16.222343166065002,1.2269938650306749,17.177914110429448,69.93865030674846,10.429447852760736,1.2269938650306749,0,0,0,35.6084229062136,I.oxyrinchus,2016-02-02_141257,-1227.6860679668732,39.3631784426944,-72.0263920137799,-72.0263920137799,39.3631784426944,-72.1513920137799,-71.9013920137799,39.2381784426944,39.4881784426944,13.899999710265547,1.0584695821932144,-0.7110000337706879,0.015213298998918262,-1.033611804466328,35,2.9169695783819196e-5,0.7183136343955994,0.3235157138150945
